VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
2G1FB1E3XD9221932,2013,Chevrolet,Camaro,2dr Car,LT,1EF37,2,Victory Red,Black,6,3.6L,Automatic,0,28813,29615,0,28804,41381,,39042,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,C50415,217
1G6AH5S33D0118439,2013,Cadillac,ATS,4dr Car,Luxury,6AM69,4,White Diamond Tricoat,,6,3.6L,Automatic,6,0,48975,0,45847,41176,,59102,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,AWD,Gasoline Fuel,18,26,5,EFEFE7,217
1G6AL5S32D0116535,2013,Cadillac,ATS,4dr Car,Premium,6AM69,4,Crystal Red Tintcoat,,6,3.6L,Automatic,9,0,52285,0,48583,41164,,59102,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,AWD,Gasoline Fuel,18,26,5,9A0115,217
1G6DS1E37D0151334,2013,Cadillac,CTS Coupe,2dr Car,Premium,6DH47,2,White Diamond Tricoat,,6,3.6L,Automatic,5,0,52740,0,49447,41296,,59102,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,AWD,Gasoline Fuel,18,27,4,EFEFE7,217
2G1WA5E36D1124963,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Ashen Gray Metallic,Titanium,6,3.6L,Automatic,2378,26685,26685,0,23224,41136,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WA5E36D1167182,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,9,27155,27155,0,25589,41201,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WA5E38D1162467,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,9,27600,27600,0,25971,41193,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WA5E38D1164008,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Summit White,WHITE,6,3.6L,Automatic,10,27600,27600,0,25971,41193,,14420,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1WA5E38D1179172,2013,Chevrolet,Impala,4dr Car,LS,1WB19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,10,26685,26685,0,25184,41222,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E30D1163058,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Silver,6,3.6L,Automatic,9,28405,28405,0,26786,41193,,14420,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E30D1190261,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,9,29210,29210,0,27478,41247,,14420,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E30D1191913,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Summit White,Ebony,6,3.6L,Automatic,10,29210,29210,0,27478,41255,,14420,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1WB5E33D1178945,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,10,27935,27935,0,26381,41222,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E33D1183742,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Titanium,6,3.6L,Automatic,10,27935,27935,0,26381,41233,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WB5E34D1121699,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Black,Ebony,6,3.6L,Automatic,9,29210,29210,0,27478,41136,,14420,Black,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,0,217
2G1WB5E37D1132034,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Crystal Red Tintcoat,Ebony,6,3.6L,Automatic,4302,29535,29535,0,25797,41149,,14420,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,A00000,217
2G1WB5E38D1140420,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Silver Ice Metallic,Ebony,6,3.6L,Automatic,15,28405,28405,0,26934,41163,,14420,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,B3B7B6,217
2G1WB5E38D1148307,2013,Chevrolet,Impala,4dr Car,LT,1WT19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,9,28210,28210,0,26618,41172,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1WC5E3XD1145860,2013,Chevrolet,Impala,4dr Car,LTZ,1WU19,4,Ashen Gray Metallic,Ebony,6,3.6L,Automatic,10,32125,32125,0,30226,41166,,14420,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,3F3B3B,217
2G1FB3D3XD9196561,2013,Chevrolet,Camaro,Convertible,LT,1EF67,2,Victory Red,BLACK,6,3.6L,Automatic,87,32745,32745,0,29490,41386,,14420,Red,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,C50415,217
2G1FB1E30C9175249,2012,Chevrolet,Camaro,Coupe,1LT,1EF37,2,Inferno Orange Metallic,Beige,6,3.6L,Automatic,5,33550,33550,31681,0,40962,,77079,Red,Tan,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,29,4,BE5E01,217
2G1FB1E3XD9124066,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,30265,30265,28782,0,41150,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FB1E39D9125161,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,5,32105,32105,30383,0,41158,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FB1E39D9136774,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Inferno Orange Metallic,Black,6,3.6L,Automatic,0,32755,32755,30948,0,41179,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,BE5E01,217
2G1FA1E36D9138310,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41186,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E38D9139880,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41186,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E39D9131707,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,,6,3.6L,Automatic,0,25655,25655,24475,0,41192,,77079,Silver,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E3XD9146412,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25445,25445,24293,0,41198,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FC1E38D9147018,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,31120,31120,29760,0,41198,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FC1E39D9147478,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Inferno Orange Metallic,Black,6,3.6L,Automatic,0,33930,33930,32315,0,41204,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,BE5E01,217
2G1FA1E37D9145167,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Blue Ray Metallic,,6,3.6L,Automatic,0,26115,26115,24908,0,41211,,77079,Blue,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FB1E38D9155851,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,29035,29035,27712,0,41214,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FA1E39D9156154,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,25595,25595,24423,0,41220,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FA1E31D9158058,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,6,25645,25645,24467,0,41221,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E37D9161546,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25595,25595,24423,0,41225,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E36D9151431,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Ashen Gray Metallic,,6,3.6L,Automatic,0,25445,25445,24269,0,41234,,77079,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FA1E30D9167415,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41241,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E31D9167942,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25445,25445,24293,0,41241,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E35D9168477,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41241,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FB1E30D9168108,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Rally Yellow,Black,6,3.6L,Automatic,0,30350,30350,28856,0,41241,,77079,Yellow,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,EFBD20,217
2G1FB1E36D9169361,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Rally Yellow,Black,6,3.6L,Automatic,12,28460,28460,27613,0,41241,,77079,Yellow,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,EFBD20,217
2G1FA1E39D9170362,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Gray,6,3.6L,Automatic,0,25445,25445,24293,0,41249,,77079,Black,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FC1E31D9170351,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Crystal Red Tintcoat,Gray,6,3.6L,Automatic,0,31445,31445,30043,0,41249,,77079,Red,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,A00000,217
2G1FB1E39D9175137,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,28135,28135,26929,0,41255,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FC1E3XD9175614,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Victory Red,Black,6,3.6L,Automatic,5,32020,32020,30543,0,41255,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,C50415,217
2G1FC1E37D9177286,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Black,Gray,6,3.6L,Automatic,0,33590,33590,31909,0,41262,,77079,Black,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E39D9143579,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Ashen Gray Metallic,,6,3.6L,Automatic,0,25445,25445,24425,0,41260,,77079,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FC3D37D9182856,2013,Chevrolet,Camaro,Convertible,LT,1EH67,2,Black,Black,6,3.6L,Automatic,15,39345,39345,37376,0,41269,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FC1E37D9189387,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,31120,31120,29760,0,41296,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FA1E32D9190520,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25595,25595,24423,0,41302,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FB1E31D9162110,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Blue Ray Metallic,,6,3.6L,Automatic,0,29070,29070,27520,0,41306,,77079,Blue,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FB1E3XD9198734,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,5,30025,30025,28573,0,41318,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E35D9200117,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Ashen Gray Metallic,Black,6,3.6L,Automatic,0,25445,25445,24293,0,41318,,77079,Gray,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,3F3B3B,217
2G1FC1E32D9197509,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Black,Black,6,3.6L,Automatic,6,31120,31120,29760,0,41318,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FC1E36D9197156,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Inferno Orange Metallic,Black,6,3.6L,Automatic,0,31515,31515,30104,0,41318,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,BE5E01,217
2G1FA1E31D9201989,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Blue Ray Metallic,Gray,6,3.6L,Automatic,0,25445,25445,24293,0,41324,,77079,Blue,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FC1E33D9200627,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Black,Black,6,3.6L,Automatic,0,33590,33590,31909,0,41324,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E34D9203185,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Silver Ice Metallic,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41325,,77079,Silver,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,B3B7B6,217
2G1FA1E38D9203366,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Blue Ray Metallic,Black,6,3.6L,Automatic,0,25645,25645,24497,0,41325,,77079,Blue,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,36455C,217
2G1FA1E3XD9203921,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25645,25645,24467,0,41330,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E35D9204071,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Gray,6,3.6L,Automatic,9,25645,25645,24467,0,41333,,77079,Black,Gray,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FA1E38D9204971,2013,Chevrolet,Camaro,Coupe,LS,1EN37,2,Black,Black,6,3.6L,Automatic,0,25445,25445,24293,0,41332,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FB1E39D9205849,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Rally Yellow,Black,6,3.6L,Automatic,0,33275,33275,31401,0,41334,,77079,Yellow,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,EFBD20,217
2G1FB1E37D9209608,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Crystal Red Tintcoat,Black,6,3.6L,Automatic,0,28530,28530,27273,0,41338,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,A00000,217
2G1FB1E32D9207846,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Victory Red,Black,6,3.6L,Automatic,0,28135,28135,26929,0,41340,,77079,Red,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,C50415,217
2G1WA5E35D1179923,2013,Chevrolet,Impala,Sedan,LS,1WB19,4,Summit White,,6,3.6L,Automatic,0,26800,26800,25613,0,41373,,77079,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,18,30,5,FFFFFF,217
2G1FB1E35D9221904,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Black,Black,6,3.6L,Automatic,0,28135,28135,26730,0,41379,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FB1E36D9222169,2013,Chevrolet,Camaro,Coupe,LT,1EF37,2,Black,Black,6,3.6L,Automatic,0,30025,30025,28374,0,41379,,77079,Black,Black,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,0,217
2G1FC1E34D9221597,2013,Chevrolet,Camaro,Coupe,LT,1EH37,2,Crystal Red Tintcoat,Beige,6,3.6L,Automatic,0,31515,31515,29905,0,41380,,77079,Red,Tan,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,RWD,Gasoline Fuel,18,27,4,A00000,217
3GYFNEE37DS610966,2013,Cadillac,SRX,Station Wagon,Premium Collection,6NG26,4,Platinum Ice Tricoat,SHALE W/ BROWNSTONE ACCEN,6,3.6L,Automatic,6,50010,50010,0,46261,41368,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,White,,,V,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic w/Manual Shift,FWD,Flex Fuel,17,24,5,EFEFE7,217
5GAKRDKD1DJ173646,2013,Buick,Enclave,Sport Utility,Premium,4R14526,4,White Diamond Tricoat,COCOA,6,3.6L,Automatic,5,46142,49440,0,46186,41318,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,17,24,7,EBEFF2,217
3GYFNDE3XDS603617,2013,Cadillac,SRX,Station Wagon,Performance Collection,6NG26,4,Platinum Ice Tricoat,SHALE W/ BROWNSTONE ACCEN,6,3.6L,Automatic,4,48365,48365,0,46297,41362,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,White,,,V,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic w/Manual Shift,FWD,Flex Fuel,17,24,5,EFEFE7,217
3GYFNDE3XDS515571,2013,Cadillac,SRX,Station Wagon,Performance Collection,6NG26,4,Xenon Blue Metallic,Ebony,6,3.6L,Automatic,8,46990,46990,0,43548,41185,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Blue,,,V,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic w/Manual Shift,FWD,Flex Fuel,17,24,5,344A94,217
5GAKRCKD6DJ223158,2013,Buick,Enclave,Sport Utility,Leather,4R14526,4,Mocha Bronze Metallic,COCOA,6,3.6L,Automatic,7,46295,46295,0,43158,41372,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Gray,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic,FWD,Gasoline Fuel,17,24,7,645953,217
3GYFNCE31DS525478,2013,Cadillac,SRX,Station Wagon,Luxury Collection,6NG26,4,Crystal Red Tintcoat,SHALE W/ BROWNSTONE ACCEN,6,3.6L,Automatic,4685,44965,44965,0,-129,41204,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Red,,,V,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic w/Manual Shift,FWD,Flex Fuel,17,24,5,9A0115,217
3GYFNCE30DS537041,2013,Cadillac,SRX,Station Wagon,Luxury Collection,6NG26,4,Gray Flannel Metallic,Ebony,6,3.6L,Automatic,9,43725,43725,0,40819,41218,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Gray,,,V,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic w/Manual Shift,FWD,Flex Fuel,17,24,5,343537,217
1G4GF5E33DF230207,2013,Buick,LaCrosse,4dr Car,Premium 1,4GM69,4,White Diamond Tricoat,COCOA/ LIGHT CASHMERE,6,3.6L,Automatic,11,35686,38175,0,36068,41291,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,White,,,V,Direct Injection,Gas V6 3.6L/217,6,6-Speed Automatic w/manual shift,FWD,Gasoline Fuel,17,27,5,EBEFF2,217
2GKFLWE37D6337600,2013,GMC,Terrain,Sport Utility,SLT,TLJ26,4,Onyx Black,BROWNSTONE,6,3.6L,Automatic,6,35970,35970,0,33528,41386,Marquitz Buick Cadillac GMC is a market based dealership. Our team has researched the markets to arrive at a competitive price for both new and pre-owned vehicles. 27 years in Lincoln County and surrounding areas delivering new pre-owned cars and trucks assures you the best price and award winning service. Come in as a customer and leave as a friend. Prices do change please call 888-679-0375 or e-mail www.marquitzmotors.com thank you for your consideration.,63379,Black,,,I,Direct Injection,Gas/Ethanol V6 3.6L/217,6,6-Speed Automatic,FWD,Flex Fuel,17,24,5,0,217
